"x" "y"
"1" -1 0.993503855962119
"2" 1 2.54839695950807
"3" -1 0.238731735111441
"4" 1 1.37209392396063
"5" -1 1.36065244853001
"6" 1 1.39974041285287
"7" -1 2.18733299301658
"8" 1 3.53261062618519
"9" -1 -0.235700359100477
"10" 1 0.973579099693219
"11" -1 -0.710406563699301
"12" 1 2.25688370915653
"13" -1 -0.246691878462374
"14" 1 1.65245740060227
"15" -1 -0.951618567265016
"16" 1 1.95497227519108
"17" -1 -0.784904469457076
"18" 1 0.332058063411863
"19" -1 -0.380226520287762
"20" 1 2.91899660906077
"21" -1 -0.575346962608392
"22" 1 2.60796432222503
"23" -1 -1.61788270828916
"24" 1 1.94443803447546
"25" -1 0.519407203943462
"26" 1 2.30115336216671
"27" -1 0.105676194148943
"28" 1 1.35929399169462
"29" -1 -0.849704346033582
"30" 1 0.975871209395087
"31" -1 0.117646597100126
"32" 1 1.0525253858152
"33" -1 -0.490557443700668
"34" 1 1.74390780780175
"35" -1 1.84386200523221
"36" 1 1.34805009830454
"37" -1 0.235386572284857
"38" 1 2.07796084956371
"39" -1 -0.961856634130129
"40" 1 1.9286919138764
"41" -1 1.44455085842335
"42" 1 2.45150405307921
"43" -1 0.0412329219929399
"44" 1 1.57750316766038
"45" -1 -2.05324722154052
"46" 1 3.13133721341418
"47" -1 -1.46064007092482
"48" 1 2.73994751087733
"49" -1 1.90910356921748
"50" 1 0.556106839028201
"51" -1 0.701784335374711
"52" 1 1.73780251059753
"53" -1 -1.57214415914549
"54" 1 0.485332346218249
"55" -1 -1.60153617357459
"56" 1 1.4690934778297
"57" -1 -1.4617555849959
"58" 1 2.68791677297583
"59" -1 2.10010894052567
"60" 1 0.712969523964821
"61" -1 0.787738847475178
"62" 1 2.76904224100091
"63" -1 0.332202578950118
"64" 1 0.991623391722992
"65" -1 -0.119452606630659
"66" 1 1.71960466482975
"67" -1 0.56298953322048
"68" 1 1.62756124389617
"69" -1 0.976973386685621
"70" 1 1.62541914223299
"71" -1 1.05271146557933
"72" 1 0.950822993333934
"73" -1 -1.26015524475811
"74" 1 5.24103993494241
"75" -1 -0.416857588160432
"76" 1 2.29822759154072
"77" -1 0.636569674033849
"78" 1 1.51621937429126
"79" -1 0.516862044313609
"80" 1 2.36896452738509
"81" -1 -0.215380507641693
"82" 1 2.06529303352532
"83" -1 -0.034067253738464
"84" 1 4.12845189901618
"85" -1 -0.741336096272828
"86" 1 0.904003732925336
"87" -1 0.0377883991710788
"88" 1 2.31048074944314
"89" -1 0.436523478910183
"90" 1 1.54163466728889
"91" -1 -1.06332613397119
"92" 1 3.26318517608949
"93" -1 -0.349650387953555
"94" 1 1.13448713734663
"95" -1 -0.236279568941097
"96" 1 1.80282410565145
"97" -1 1.10992028971364
"98" 1 2.0847372921972
"99" -1 0.754053785184521
"100" 1 1.50070798282774
"101" -1 0.214445309581601
"102" 1 1.67531408850917
"103" -1 0.0945835281735714
"104" 1 1.10463664202246
"105" -1 -1.31080153332797
"106" 1 3.99721338474797
"107" -1 0.600708823672418
"108" 1 0.748728638375056
"109" -1 -0.611165916680421
"110" 1 0.81451991540269
"111" -1 2.19881034888372
"112" 1 3.31241297643351
"113" -1 -0.265145056696353
"114" 1 2.54319405923209
"115" -1 -0.41433994791886
"116" 1 1.52375310538442
"117" -1 -0.788602837850243
"118" 1 1.40538273254049
"119" -1 1.65090746733669
"120" 1 1.94597187491456
"121" -1 0.119245236427584
"122" 1 2.24368742959909
"123" -1 1.23247587848534
"124" 1 1.48393616905522
"125" -1 -0.992507150392037
"126" 1 3.67569693240319
"127" -1 -0.441163216905286
"128" 1 1.27693403006013
"129" -1 -1.23627311888329
"130" 1 0.715284277682203
"131" -1 -0.573973479297987
"132" 1 2.61798581716653
"133" -1 1.10984813892972
"134" 1 2.70758835383559
"135" -1 -0.363657297095253
"136" 1 2.0597499373846
"137" -1 -0.70459646368007
"138" 1 1.28278183842599
"139" -1 0.88465049897692
"140" 1 0.984407421396456
"141" -1 1.95529396549246
"142" 1 1.90968040603415
"143" -1 0.214538826629216
"144" 1 1.26147229526043
"145" -1 -0.57438868976327
"146" 1 0.682983867694758
"147" -1 -0.182925388372727
"148" 1 2.41898240492446
"149" -1 0.32430434416138
"150" 1 1.21846351294525
"151" -1 -0.788621970854002
"152" 1 1.49780128165714
"153" -1 1.49606066984635
"154" 1 0.862696379334255
"155" -1 -0.179051594380198
"156" 1 3.90236182167893
"157" -1 -0.100974885328808
"158" 1 0.640159296178606
"159" -1 -0.664769435274062
"160" 1 2.48545997890488
"161" -1 -0.375602871669773
"162" 1 1.43812363645022
"163" -1 -0.343917234128459
"164" 1 2.09049664713922
"165" -1 1.59850877114583
"166" 1 1.91143488786112
"167" -1 1.08079949615152
"168" 1 2.63075411565057
"169" -1 -0.113639895506141
"170" 1 0.467097997109402
"171" -1 -0.52111731755252
"172" 1 1.51012954686153
"173" -1 0.0471544327615272
"174" 1 3.30019867766682
"175" -1 2.29307897383109
"176" 1 3.54758105898377
"177" -1 -0.133150964328944
"178" 1 0.243472604442363
"179" -1 -0.388779864071743
"180" 1 2.08920722307329
"181" -1 0.845013004067436
"182" 1 2.96252796848427
"183" -1 0.684309429416465
"184" 1 0.604725650200532
"185" -1 0.849643045633355
"186" 1 1.55344278357278
"187" -1 0.174802700161256
"188" 1 2.07455117717373
"189" -1 0.428166764970505
"190" 1 2.02467498282614
"191" -1 -1.66747509758566
"192" 1 2.73649596477344
"193" -1 0.386026568349676
"194" 1 1.73434837472178
"195" -1 0.118144511046681
"196" 1 2.13403864536846
"197" -1 0.221019468561002
"198" 1 3.64084616597749
"199" -1 -0.219050378933476
"200" 1 2.16806538388466
