"x" "y"
"1" -1 0.993503855962119
"2" 1 3.44255042987398
"3" -1 1.53702712199802
"4" 1 2.75541833375885
"5" -1 2.04052894891297
"6" 1 3.23621646687455
"7" -1 3.29992781320367
"8" 1 6.50254565806849
"9" -1 3.81659073316117
"10" 1 4.40851075953827
"11" -1 1.45725311988514
"12" 1 3.56841151705316
"13" -1 1.16487848688547
"14" 1 2.70084803879919
"15" -1 -0.320855332345747
"16" 1 1.66620247607991
"17" -1 -1.08532224098516
"18" 1 -0.64473195347478
"19" -1 -2.76048527841506
"20" 1 0.434559858487207
"21" -1 -1.98424308996991
"22" 1 0.822145541252119
"23" -1 -2.67795172116226
"24" 1 -0.465718514570571
"25" -1 -1.69973945917005
"26" 1 0.771387848913668
"27" -1 -1.00007474182876
"28" 1 0.459226724048744
"29" -1 -2.23640029438971
"30" 1 -1.03688905555566
"31" -1 -2.61555355289996
"32" 1 -1.30147281179477
"33" -1 -3.46188297431596
"34" 1 -1.37178686908261
"35" -1 -1.19074617694214
"36" 1 0.276378539056612
"37" -1 -1.31587274256419
"38" 1 0.893675381255937
"39" -1 -1.95754879099979
"40" 1 0.166898001976595
"41" -1 -0.205240939797716
"42" 1 2.26678720726127
"43" -1 0.281341408528083
"44" 1 1.83071043533565
"45" -1 -2.20560782973843
"46" 1 1.14629016664959
"47" -1 -2.22897892094019
"48" 1 0.733866482031161
"49" -1 0.769583403045528
"50" 1 1.24873190176918
"51" -1 0.0256430469669695
"52" 1 1.7608812528678
"53" -1 -1.78735103156446
"54" 1 -1.12328358218977
"55" -1 -4.41249139754539
"56" 1 -2.50214877996115
"57" -1 -5.51368948696093
"58" 1 -2.27440376528901
"59" -1 -1.74685444823444
"60" 1 -0.859199479446176
"61" -1 -1.78554068402638
"62" 1 1.16205562537717
"63" -1 -0.421947358210431
"64" 1 0.611870769333604
"65" -1 -1.36876891423042
"66" 1 0.48771264202238
"67" -1 -0.798069088959379
"68" 1 0.90929906383273
"69" -1 -0.00465745586492206
"70" 1 1.62122743195456
"71" -1 0.711816154338433
"72" 1 1.59145753223852
"73" -1 -1.62784346574344
"74" 1 3.77598081577331
"75" -1 1.18152514603555
"76" 1 3.36160022297271
"77" -1 1.86200987470928
"78" 1 3.19202826152961
"79" -1 1.58968747969026
"80" 1 3.79968325910632
"81" -1 1.40433442555399
"82" 1 3.32919401652391
"83" -1 1.16220736113306
"84" 1 5.17443852403593
"85" -1 2.11565857535951
"86" 1 2.8080964507489
"87" -1 0.765075204845084
"88" 1 2.99904843380371
"89" -1 1.33566706933352
"90" 1 2.74373502968907
"91" -1 -0.393964607251031
"92" 1 2.90861702956356
"93" -1 0.468104938653651
"94" 1 1.55578158213491
"95" -1 -0.636076145019676
"96" 1 1.23035557513374
"97" -1 0.417240307334006
"98" 1 2.4602535687978
"99" -1 1.16828199710254
"100" 1 2.55216178022003
"101" -1 0.711390911779627
"102" 1 2.31556590911083
"103" -1 0.378592846373318
"104" 1 1.44537020375844
"105" -1 -1.80996834994537
"106" 1 2.36824186979713
"107" -1 0.932126506489836
"108" 1 1.58764249421591
"109" -1 -0.982287671886103
"110" 1 -0.0695389892948031
"111" -1 0.336225258518397
"112" 1 3.61501570910007
"113" -1 1.18836908149371
"114" 1 3.61272623257643
"115" -1 1.03711366139992
